state,fipscode,county,population,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,cancer,votergap,trump,clinton
Kansas,20157,Republic County,4808,1.46,2.497,51.069,2.8,42381,6.4,21,34.2,30.9,51.4,233.9,65.338,80.233,14.895
Ohio,39041,Delaware County,168708,2.426,11.391,50.436,3.5,97802,3.7,51.1,17.9,28.1,94.9,233.9,16.06,55.604,39.544
Oklahoma,40015,Caddo County,30393,11.897,35.194,48.028,5,39933,15.9,15,32.9,37,46.9,233.9,43.434,69.334,25.9
Pennsylvania,42059,Greene County,39245,1.469,5.448,47.92,5.8,49897,14.3,17,27.8,33.4,33.9,233.9,41.705,69.502,27.797
Illinois,17149,Pike County,16273,1.276,3.44,49.559,5.2,39005,12.6,14.7,28.5,32.6,38.1,234,58.152,77.085,18.933
Indiana,18009,Blackford County,13051,1.618,2.838,50.732,6,39563,13.5,10.5,29.7,36,21.8,234.1,43.675,69.453,25.778
Indiana,18071,Jackson County,42362,6.404,4.67,50.067,4,48368,12.9,14.4,31.4,36.9,97,234.1,51.415,73.334,21.92
Wyoming,56043,Washakie County,7911,14.337,5.259,49.075,4,50802,10.9,21.2,24.4,27.7,3.8,234.2,64.038,78.358,14.32
Alabama,1121,Talladega County,80242,2.279,35.107,51.568,6.6,39999,20.4,12.5,33.6,39,111.7,234.3,25.552,62.003,36.45
Louisiana,22039,Evangeline Parish,35330,3.248,30.531,48.923,7.4,32615,31.8,12.6,33.2,41.9,44.7,234.3,41.327,69.608,28.281
Texas,48335,Mitchell County,9347,39.539,16.169,39.583,5.7,41363,24.1,9.9,22.7,26.6,6.6,234.3,65.16,81.279,16.119
Texas,48351,Newton County,13667,3.675,23.373,48.334,7.5,39135,14.9,6.9,26.9,28,47.3,234.3,49.451,73.84,24.389
Indiana,18019,Clark County,108634,5.286,11.509,50.964,4.5,52050,13,19.7,30.4,33.3,94.5,234.4,21.957,58.727,36.77
Ohio,39143,Sandusky County,60071,9.754,6.424,50.792,4.8,46447,10.5,14.1,29.1,33.5,113.3,234.4,22.96,58.365,35.404
Kentucky,21079,Garrard County,17085,2.251,3.91,50.792,5.2,43647,19.3,16.5,29,30.5,84.8,234.5,58.42,77.49,19.071
Rhode Island,44007,Providence County,627690,21.295,20.73,51.508,6.4,47278,18.8,26.4,25.4,28.2,809.6,234.5,-21.173,37.295,58.468
Michigan,26149,St. Joseph County,61723,7.709,6.447,50.285,4.3,43687,15.3,15,28.8,34.7,226.1,234.6,30.957,62.638,31.681
Kansas,20055,Finney County,42074,48.623,10.604,48.906,3.6,48609,28.9,18.6,23.3,35.2,9.1,234.7,32.36,63.251,30.891
Montana,30083,Richland County,9313,5.167,5.844,48.094,3.2,65738,8.4,17.3,25.6,30.7,16.8,234.7,66.75,80.635,13.885
Wisconsin,55091,Pepin County,7293,1.591,1.975,50.178,4.3,53828,9.3,17.1,25.5,34.2,32.2,234.7,23.572,59.477,35.905
Georgia,13289,Twiggs County,10111,1.967,42.658,50.846,9.1,36886,31.2,9.6,29.6,32.8,25.2,234.8,1.579,50.185,48.606
Minnesota,27047,Freeborn County,31002,9.584,4.475,50.328,3.8,47203,12.2,15.3,25.3,29.9,24.2,234.8,17.371,55.295,37.925
Illinois,17107,Logan County,29776,3.397,10.877,49.251,5.5,54353,13.4,16.4,22.7,29.2,37.3,234.9,40.115,67.329,27.214
North Carolina,37049,Craven County,98529,7.218,27.815,49.307,6.1,43972,13.1,21.6,25.9,30.1,62,234.9,21.793,59.605,37.812
Virginia,51840,Winchester city,26322,16.618,18.381,50.553,4.3,44537,16.7,28.1,21.9,26.7,2838.1,234.9,-3.546,45.262,48.808
Colorado,8095,Phillips County,4472,21.568,4.185,50.793,2.4,47006,16.2,18.2,18.6,22.8,6.5,235,58.105,76.801,18.696
Mississippi,28027,Coahoma County,26936,1.543,76.909,53.834,10.3,28647,22.9,17.8,34.9,42.9,50.3,235,-44.345,27.222,71.566
Tennessee,47043,Dickson County,48230,3.329,7.462,50.869,5.6,45914,15.7,13.5,37.8,35.9,61.5,235,45.625,70.965,25.34
Washington,53059,Skamania County,10894,6.068,7.073,49.422,7.3,52673,9.7,21.4,20.8,28.1,6.7,235,13.018,52.543,39.525
Montana,30041,Hill County,16632,3.409,27.408,49.391,4.2,43509,7.8,23.5,27.2,33.4,1.8,235.1,17.211,54.114,36.903
Nebraska,31133,Pawnee County,2614,1.73,2.595,49.718,2.6,42977,11.9,14.5,28.2,29.8,25.6,235.1,52.588,73.82,21.233
South Carolina,45053,Jasper County,23221,13.797,46.1,48.983,5.1,37715,21.7,13,29.8,37,237.5,235.1,-11.881,42.909,54.79
Oregon,41045,Malheur County,30745,33.157,7.772,45.471,6.5,35094,19.9,13.7,21,28.5,50.9,235.2,49.528,71.769,22.241
North Dakota,38073,Ransom County,5500,1.762,3.322,49.046,2.4,56270,10.3,18.6,28.6,33.1,9.6,235.3,16.098,52.18,36.081
Ohio,39109,Miami County,101256,1.57,5.884,50.688,4.4,51868,11.3,19.7,26.9,34.1,88.3,235.3,45.62,70.552,24.932
Virginia,51580,Covington city,6149,2.298,17.126,50.619,6.1,36503,17.7,9,22.7,26.4,1090.1,235.3,18.362,56.944,38.582
West Virginia,54021,Gilmer County,6824,6.023,15.825,40.291,7.8,32705,22.5,16.6,28.3,39,25.7,235.3,53.481,74.723,21.242
Alabama,1079,Lawrence County,34106,2.22,21.773,51.3,7.7,41574,21.9,11.3,35.9,35.5,49.7,235.4,48.697,73.391,24.694
Illinois,17159,Richland County,15523,1.666,3.026,50.521,6,43396,10.3,21.3,26.8,28.8,58.2,235.5,54.482,75.177,20.695
Kansas,20085,Jackson County,13412,4.776,13.518,49.723,3.7,53796,5.9,18.1,28,33.4,2.2,235.5,41.889,67.889,26
Maine,23025,Somerset County,50947,1.084,3.271,50.488,6.6,39001,12.6,15.7,24.8,35,139.1,235.5,22.743,57.756,35.012
Mississippi,28053,Humphreys County,9809,2.884,76.756,53.109,12.9,25562,34.4,12,34.7,41.6,25.4,235.5,-48.013,25.674,73.687
Florida,12047,Hamilton County,14592,9.451,37.524,42.483,5.1,31734,23.8,10.8,31.5,33.2,28.8,235.6,28.252,63.089,34.838
Ohio,39115,Morgan County,14288,0.826,6.93,50.091,7.3,37923,13.5,10.7,28.8,36.7,1159.5,235.7,41.399,68.601,27.202
Nebraska,31053,Dodge County,35640,11.412,4.759,50.727,3.3,50043,12,18.6,24,32.7,12.6,235.8,35.33,65.085,29.755
Texas,48109,Culberson County,2300,73.792,9.079,51.342,4.4,33637,34.8,11.7,24.2,27.6,6.7,235.8,-22.835,36.745,59.58
Colorado,8071,Las Animas County,16020,42.559,9.183,47.944,5.6,39625,14.3,18,21.9,21,3.2,235.9,15.569,54.624,39.056
North Carolina,37067,Forsyth County,359638,12.668,32.732,52.497,5.5,45944,13.2,32.1,23.9,31.4,111.9,235.9,-10.257,43.356,53.613
Florida,12065,Jefferson County,14010,4.297,37.675,47.646,5.8,40205,19.9,17.8,26.6,32.2,24.7,236.1,5.143,51.433,46.29
Mississippi,28005,Amite County,13038,1.082,41.634,51.575,7.7,30668,25.3,11.5,33.1,42.3,92.6,236.1,22.665,60.884,38.22
New York,36065,Oneida County,231044,5.472,13.426,50.183,5.4,48350,12.5,23.1,25.2,31.4,414.4,236.1,21.151,57.812,36.66
Oklahoma,40005,Atoka County,14498,3.495,25.81,47.756,6.4,35910,17.9,13.1,32.7,34.3,6.5,236.1,65.434,81.327,15.894
Virginia,51027,Buchanan County,22860,0.584,4.281,49.218,10.8,32083,30.9,8.6,34.1,31.8,47.9,236.1,60.423,79.089,18.666
Virginia,51095,James City County,63735,5.471,19.502,51.697,4.3,75926,6.4,46.1,20.4,25.2,470.4,236.1,5.131,49.802,44.671
Indiana,18023,Clinton County,34367,15.33,2.325,50.547,4,49945,14.3,14.3,31,30.9,75.2,236.2,48.008,71.705,23.697
Mississippi,28119,Quitman County,8391,1.122,71.467,52.752,10.8,26204,33,13.6,35.6,41.5,60.9,236.2,-38.92,29.764,68.685
Nebraska,31005,Arthur County,339,5.044,3.289,52.193,4.4,43408,6.2,31.6,28.4,29.7,7.8,236.2,84.03,90.114,6.084
South Carolina,45077,Pickens County,118144,3.472,10.862,50.159,5.8,41375,17.7,22.4,23,30.2,83.6,236.2,52.729,73.86,21.131
Tennessee,47177,Warren County,40481,8.606,6.48,50.543,5.8,36942,21.7,13.1,26.2,31.4,20.3,236.2,44.231,70.291,26.06
Washington,53015,Cowlitz County,101966,8.631,8.243,50.411,7.6,44235,12.8,15.6,21.1,32.1,89.8,236.3,12.907,53.034,40.127
Kentucky,21023,Bracken County,8653,1.586,2.5,50.066,6.4,41910,17.3,14.6,28.4,32.4,157.8,236.4,56.876,76.864,19.989
Tennessee,47119,Maury County,84302,5.47,15.334,51.559,5.3,51303,13.6,18.6,28.5,33.6,81.5,236.4,39.224,67.814,28.59
Alabama,1059,Franklin County,31091,16.381,8.594,50,6.4,33881,25.6,10.9,34.5,33.2,50,236.5,60.803,79.18,18.377
Arkansas,5091,Miller County,43522,3.202,28.555,50.733,5.2,40877,15.4,12.7,34.1,35.9,69.5,236.5,43.63,70.186,26.557
Pennsylvania,42033,Clearfield County,82324,2.937,4.76,47.684,6.4,40230,12.8,13.2,28.7,36.8,66.6,236.6,49.581,73.134,23.553
Virginia,51091,Highland County,2338,1.4,1.897,50.045,3.5,38636,19.7,19.4,24.4,26.3,5.6,236.6,42.2,68.871,26.671
Alabama,1043,Cullman County,81778,4.414,3.99,50.615,5.3,39922,18.5,15.1,25.7,33.4,109.4,236.7,77.805,87.811,10.006
Arkansas,5053,Grant County,17760,2.707,5.458,50.447,4.7,46067,14.3,15.3,32.1,38.3,28.3,236.7,54.328,74.696,20.368
Kansas,20037,Crawford County,38869,5.306,8.201,49.723,5.1,38491,10.2,28.9,26,33,32.3,236.7,23.119,58.275,35.157
Virginia,51109,Louisa County,33078,2.621,19.961,50.789,4.3,60121,17.3,19.2,26.3,32.4,66.8,236.7,24.556,60.016,35.46
Illinois,17003,Alexander County,7914,1.254,37.301,52.817,8.6,30699,25.9,7.7,25.2,28.4,78.5,236.8,8.298,53.05,44.752
Kentucky,21005,Anderson County,21790,1.556,4.463,51.09,4.2,54331,12.6,18.4,29.2,34.6,58,236.8,49.107,72.172,23.065
Nebraska,31123,Morrill County,4911,15.513,4.244,49.135,2.9,46961,12.7,17,25.5,30.2,16.2,236.8,69.529,82.548,13.019
Arkansas,5015,Carroll County,27938,14.832,5.801,50.827,4.8,36964,16.6,17,30.8,35.8,43.6,236.9,32.032,63.087,31.054
Iowa,19071,Fremont County,7345,2.606,2.606,50.478,3.3,54154,7.7,20.9,28.4,32.9,18.4,236.9,40.574,67.558,26.984
South Carolina,45027,Clarendon County,32988,2.976,50.226,50.848,7.8,32268,21.2,13.6,28.6,42.3,58.5,236.9,-2.567,47.809,50.376
Kentucky,21003,Allen County,18982,2.069,2.941,50.77,5,39801,23.4,13.3,35.4,33.9,46,237,63.243,79.916,16.673
Louisiana,22061,Lincoln Parish,43286,2.838,44.815,51.178,7.3,32889,15,34.6,28.5,37.3,23.8,237,19.605,57.656,38.052
Texas,48245,Jefferson County,243237,19.528,40.633,48.775,7,41147,17.1,18,30.3,33.2,1,237,0.485,49.023,48.538
Minnesota,27019,Carver County,92107,4.119,6.814,50.402,3.2,88500,4.5,45,15,23,41.1,237.2,13.7,52.733,39.033
South Carolina,45011,Barnwell County,22688,2.499,46.881,52.276,8.9,32205,19.5,11.7,30.2,36.8,40.6,237.2,5.201,51.567,46.366
Florida,12079,Madison County,18901,5.047,41.232,47.251,6.2,33017,20.6,10.4,31.4,34.1,27.6,237.3,15.559,57.027,41.468
Illinois,17173,Shelby County,21803,0.928,1.846,50.682,6,48994,9.7,14.3,25.9,30.6,21.3,237.3,54.344,75.229,20.885
Ohio,39173,Wood County,125380,5.38,6.593,50.582,4.3,54996,6.3,30.8,22.1,30.9,89.4,237.3,8.499,50.948,42.449
Wyoming,56045,Weston County,7009,4.285,4.769,47.609,3.3,55520,11.4,16.8,22.6,29.2,3,237.3,78.104,86.923,8.818
Iowa,19083,Hardin County,17144,4.261,3.887,49.934,3.9,53277,9.3,19,22.5,34.8,19.9,237.4,29.17,62.104,32.934
Kansas,20065,Graham County,2435,3.242,9.456,50.598,4,45341,6.6,25.6,25.8,28.9,2.5,237.4,65.455,80.079,14.625
Mississippi,28025,Clay County,20722,1.247,59.657,53.013,9.6,33939,21.1,19.1,36.9,35.3,24.2,237.5,-15.653,41.526,57.179
Louisiana,22049,Jackson Parish,15063,1.627,31.151,48.833,6,37130,18.6,13.3,36,34.8,54,237.6,40.595,69.252,28.658
Illinois,17081,Jefferson County,39944,2.36,12.507,48.458,6.8,43073,13.9,15.9,23.8,30.2,19.6,237.7,43.245,69.455,26.21
Texas,48149,Fayette County,22891,20.346,9.61,51.023,3.4,49830,19.9,16.1,24.7,27.1,38.1,237.7,59.126,78.411,19.286
Virginia,51191,Washington County,53018,1.447,3.186,50.829,4.8,43353,16.4,23.5,27.2,30,97.8,237.7,53.514,75.088,21.575
Virginia,51049,Cumberland County,9757,2.603,35.312,52.053,5.3,41409,23.2,16.4,22.8,32.1,33.8,237.8,13.559,55.241,41.682
Wisconsin,55031,Douglas County,44274,1.514,7.032,50.008,5.1,46475,6.8,21.9,23,32.2,33.9,237.8,-7.595,43.529,51.125
Maryland,24041,Talbot County,36262,6.257,16.744,52.559,5.1,54836,11.7,33.4,20.9,29.3,82.8,237.9,11.921,53.911,41.989
Ohio,39013,Belmont County,68066,0.94,6.25,48.895,6.3,41983,10.7,14.9,30.9,33.5,114.5,237.9,39.549,67.882,28.333
Iowa,19089,Howard County,9410,1.626,2.115,50.191,3.5,49837,12.4,11.7,28.3,31.1,46.4,238,20.79,57.932,37.142
Texas,48065,Carson County,6110,10.085,4.758,49.858,3.2,58425,10.4,22.6,26.2,28.4,63.3,238,80.407,88.862,8.455
Kentucky,21225,Union County,14990,1.807,15.734,47.708,6.9,44119,17.2,10.9,27.2,30.7,58.1,238.1,54.259,75.688,21.43
Mississippi,28105,Oktibbeha County,44544,1.667,41.892,50.321,6.3,34429,13.4,42.6,25.8,34.2,16.6,238.1,-1.114,47.496,48.61
New York,36031,Essex County,37686,3.241,5.918,47.913,6.1,50182,12,23.8,27.8,27.3,881.4,238.1,3.415,48.246,44.831
South Dakota,46125,Turner County,8237,2.181,2.875,49.641,2.7,55708,9.6,19.9,27.9,32.9,3.5,238.1,47.614,70.771,23.157
Ohio,39137,Putnam County,34377,5.902,1.965,49.927,3.9,56519,7.3,20.2,27.2,35.2,99.7,238.2,64.339,79.97,15.631
Montana,30075,Powder River County,1664,2.03,4.23,50.085,2.5,44644,6.3,20.5,28.7,27.3,3.8,238.3,71.92,84.05,12.13
Iowa,19159,Ringgold County,4944,2.131,1.953,50.612,3.3,42854,12,18.9,27.8,34.9,32.3,238.4,39.754,67.809,28.055
Louisiana,22003,Allen Parish,25636,1.916,28.291,43.468,6.9,36852,22.4,11.5,28.3,34.4,94.3,238.4,51.498,74.278,22.78
Missouri,29061,Daviess County,8078,1.345,2.629,49.352,4.6,41610,15.3,15,27.7,32.6,31,238.4,55.11,74.898,19.789
Texas,48163,Frio County,16156,77.976,8.285,41.255,3.8,34206,32.2,7.9,21.7,27.5,22.6,238.4,-6.299,45.919,52.218
Wisconsin,55115,Shawano County,41166,2.828,11.173,49.923,4.9,47841,10.4,15.1,22.5,33.8,47,238.4,33.944,64.69,30.746
Mississippi,28093,Marshall County,36900,3.458,49.563,50.643,7.3,37554,24.9,11.3,36.5,39.1,49.9,238.5,-9.654,44.394,54.048
Kansas,20115,Marion County,11982,3.181,4.065,49.955,3.9,47723,11.2,22.6,26.3,30.9,32.5,238.6,50.339,71.876,21.537
New Jersey,34001,Atlantic County,271712,18.749,28.852,51.755,9.4,54208,15.3,24.4,26.2,27.6,81.4,238.6,-6.232,45.284,51.516
North Carolina,37047,Columbus County,54221,4.969,36.364,50.6,7.6,34321,20.4,12.7,27.3,31.2,211.3,238.6,22.094,60.4,38.305
Louisiana,22033,East Baton Rouge Parish,434633,3.994,51.159,52.102,5.3,46831,11.2,34.1,25.2,32.9,30.4,238.7,-9.214,43.1,52.315
Washington,53065,Stevens County,42334,3.48,10.637,49.981,8.8,43823,9.1,17.6,20.2,30.6,17.6,238.7,39.39,66.859,27.469
Indiana,18075,Jay County,21117,3.054,2.041,50.76,5,38663,15.8,10.2,32.5,34,59.8,238.8,47.827,71.552,23.725
Missouri,29187,St. Francois County,63884,1.484,6.675,46.634,6.1,40376,18.8,14.6,31.7,32.8,36.4,238.8,45.387,70.677,25.289
Kentucky,21127,Lawrence County,16573,0.749,1.848,49.914,9.4,32835,23.1,11.7,40.4,42.2,135.6,238.9,62.413,79.709,17.296
Nebraska,31033,Cheyenne County,9720,6.423,4.21,50.162,2.2,55964,6,23.8,23.3,31.5,1,238.9,63.646,79.011,15.364
Nebraska,31037,Colfax County,10332,43.916,9.183,48.517,2.6,50758,28.1,14.1,25.5,31.5,11.4,238.9,41.425,68.443,27.018
Oregon,41037,Lake County,7089,8.06,7.728,46.788,7.8,40328,14.5,18.3,17.9,28,11.2,239,62.218,78.684,16.466
South Dakota,46117,Stanley County,2792,1.828,11.104,48.341,2.4,67172,10.4,26.8,23.8,33.4,4.3,239,52.265,73.261,20.996
Oregon,41023,Grant County,6795,3.911,5.219,50.188,8.9,41304,12.1,19.5,21.2,29.6,1.6,239.1,58.859,76.409,17.55
Texas,48421,Sherman County,2913,42.578,4.59,47.656,2.9,49309,26.2,21.2,23.5,27.5,32,239.1,76.206,86.495,10.289
Michigan,26153,Schoolcraft County,8127,0.905,13.422,50.752,10.4,39539,11.7,13.9,25.3,31.3,44.8,239.2,28.596,61.576,32.98
Missouri,29109,Lawrence County,37648,7.15,3.994,50.361,4.9,39908,16.6,15.6,24,30,53.1,239.2,61.089,78.469,17.38
Iowa,19091,Humboldt County,9473,3.935,2.198,50.884,3.3,49696,8.4,16.6,28.3,31.8,20.2,239.3,45.957,70.813,24.856
Alabama,1025,Clarke County,26042,1.41,45.917,52.725,11.8,36620,19.9,11.9,27.5,38.2,20.9,239.4,10.799,54.955,44.156
Georgia,13055,Chattooga County,26619,5.02,13.346,48.76,6.2,34830,31.9,8.5,26.8,34,83,239.4,58.756,78.305,19.549
Illinois,17181,Union County,18005,5.09,3.682,50.213,7.8,40957,15.5,21.3,24.5,28.2,208.6,239.4,39.829,67.888,28.06
Mississippi,28109,Pearl River County,57860,3.053,15.713,50.485,6.3,38465,17.4,13.5,30.7,33.7,50.7,239.4,66.75,82.2,15.45
Nevada,32001,Churchill County,24897,13.574,15.438,49.533,7,46840,12.3,14.4,23.4,25.5,23.9,239.4,51.372,71.58,20.208
North Carolina,37197,Yadkin County,37713,10.922,5.824,50.403,5,40801,21.7,13,24.1,31,220.6,239.4,61.527,79.625,18.098
Texas,48157,Fort Bend County,556870,24.113,43.195,50.829,4.3,88516,11.5,42.3,20.7,23.9,1.9,239.4,-6.63,45.018,51.648
Virginia,51113,Madison County,13702,2.322,12.707,51.332,3.5,52513,18.9,23.1,24.3,29.1,41.5,239.4,31.958,63.715,31.757
Missouri,29011,Barton County,12386,2.702,5.631,50.816,5.4,37581,14.5,15.3,30.9,35.3,45.7,239.5,70.179,83.581,13.402
Texas,48055,Caldwell County,37810,50.299,11.238,49.622,4.3,47227,21.8,15.6,25.8,26.4,43,239.5,15.825,55.65,39.824
Virginia,51740,Portsmouth city,99321,4.05,58.368,52.168,6.2,43045,17.4,19.5,29,37.2,2838.9,239.5,-36.486,29.705,66.191
Arkansas,5093,Mississippi County,46605,3.987,37.599,51.42,9.3,33577,21.4,13.1,40.8,39.8,51.6,239.6,10.455,53.446,42.99
Illinois,17191,Wayne County,16294,1.437,2.551,50.588,7,46839,13.7,12.5,26.1,29.2,26.2,239.6,71.645,84.339,12.694
Texas,48397,Rockwall County,81391,17.118,11.871,50.917,3.8,84692,8.3,36.7,24.1,25.3,19.4,239.6,47.466,71.836,24.369
Florida,12087,Monroe County,73165,22.616,10.279,47.716,3.5,57411,9.6,29.7,20.9,22,74.3,239.7,6.919,51.574,44.655
Indiana,18015,Carroll County,19752,4.079,2.14,50.166,4.3,55318,12.5,16.7,32.4,26.9,48.9,239.7,50.9,72.866,21.965
Nebraska,31129,Nuckolls County,4334,2.495,2.125,50.289,2.5,43249,6.5,16.1,29.2,33.5,17.8,239.7,63.214,79.378,16.163
Virginia,51175,Southampton County,18483,1.408,38.616,48.009,4,46521,21,14.8,29.7,31.1,31,239.7,16.231,56.752,40.521
Florida,12071,Lee County,586908,19.909,13.015,50.989,5,49147,13.1,25.3,23,24.6,788.7,239.9,20.386,58.669,38.283
Kentucky,21121,Knox County,32710,1.21,2.994,51.283,8.3,26048,31.1,10.2,35.3,39.3,46.5,239.9,67.632,82.293,14.66
Wisconsin,55005,Barron County,45591,2.489,4.343,49.918,5.1,46375,11,16.6,24.8,31.6,53.2,239.9,25.38,60.385,35.005
Georgia,13275,Thomas County,46188,3.597,39.762,52.615,7.1,36973,19.4,17.6,25.4,34,82.1,240,21.821,59.931,38.11
Missouri,29165,Platte County,90688,5.8,12.921,50.575,4.2,70874,5.3,39.2,19.8,30.8,27.6,240,12.993,53.547,40.554
New York,36037,Genesee County,57868,3.147,7.118,50.181,5,52410,9.2,20.2,22.7,26.8,112.1,240,36.954,65.348,28.394
Pennsylvania,42133,York County,428937,7.025,10.515,50.557,4.6,58471,11.7,22.5,21.7,33.3,71.2,240,29.291,62.481,33.191
South Carolina,45033,Dillon County,30912,2.568,51.943,52.699,8.7,30516,28.3,8.3,35.6,37.4,122.4,240,-1.667,48.196,49.863
Virginia,51137,Orange County,33600,4.485,17.7,51.104,4.6,59282,13.6,24,25.6,28.3,98.2,240.1,26.555,61.264,34.709
Montana,30023,Deer Lodge County,8792,3.009,7.134,46.745,3.9,38178,9.1,18.6,23.3,25.9,3.8,240.2,-6.841,42.115,48.957
New York,36019,Clinton County,81618,2.816,7.858,48.719,5.9,51576,14.7,22.4,24.8,30.3,56.5,240.2,-0.934,46.448,47.382
Virginia,51720,Norton city,3713,3.58,10.561,52.069,7,31620,21,20.5,22.9,26.2,529.1,240.2,43.819,70.124,26.305
Oklahoma,40143,Tulsa County,601961,12.092,26.59,51.281,4,50507,11.4,30,26.6,29.6,9.2,240.3,22.843,58.398,35.555
Virginia,51001,Accomack County,38462,8.874,31.386,51.448,5.4,38390,21.2,18.3,27.7,34.7,58.5,240.4,11.711,54.472,42.761
Washington,53019,Ferry County,7520,4.577,23.068,48.417,10.2,39992,12.5,15.7,19.5,28.1,3.4,240.4,30.964,61.703,30.74
Georgia,13147,Hart County,24067,3.811,21.685,50.509,6.1,38564,19.2,14.6,29.8,29.9,108.5,240.5,46.661,72.293,25.633
North Carolina,37093,Hoke County,45148,12.434,49.407,50.521,8.1,44175,15.7,18.4,24.8,34.7,69.9,240.5,-10.825,43.01,53.835
Tennessee,47101,Lewis County,11521,2.227,4.64,51.173,7.5,36255,20.9,12.7,34,34.3,67.8,240.5,58.444,77.787,19.344
Virginia,51159,Richmond County,8961,6.803,33.217,44.252,4.6,42204,23.9,12.9,23.4,29.9,48.3,240.5,23.72,60.614,36.894
Nevada,32003,Clark County,1902834,30.557,28.402,50.042,6.8,51241,15.8,22.2,21.6,27.8,5,240.6,-10.647,41.751,52.398
Montana,30109,Wibaux County,897,3.097,2.743,49.735,3.3,43859,16.5,18.4,27.9,26.6,1.5,240.7,75.843,86.142,10.3
North Dakota,38071,Ramsey County,11240,2.519,14.239,49.475,3.4,51097,10.6,22.8,23.8,33.2,4.3,240.7,32.79,61.633,28.842
Pennsylvania,42077,Lehigh County,343519,22.437,15.789,51.228,5.2,58283,13,28.1,22.3,30.1,369.1,240.8,-4.445,45.929,50.373
Vermont,50007,Chittenden County,152313,2.251,8.779,51.093,2.7,61908,6.1,48,15.1,19.8,48.1,240.8,-46.808,23.683,70.49
Massachusetts,25005,Bristol County,547433,7.226,10.018,51.511,6.3,57732,17.8,25.6,25.1,28.3,141.6,241,-9.284,42.58,51.863
North Dakota,38047,Logan County,1886,1.395,2.532,48.837,2.7,44696,19.4,14,27.8,32.8,3.6,241.1,73.301,84.175,10.874
Ohio,39087,Lawrence County,62744,0.875,4.387,51.141,5.8,41608,14.7,14.8,35.6,38.8,1011.2,241.1,43.898,70.292,26.394
Pennsylvania,42083,McKean County,43196,2.106,4.539,48.772,5.9,44723,10.5,15.6,23.3,31.9,94.5,241.1,47.245,71.661,24.416
Virginia,51073,Gloucester County,39184,3.392,12.325,50.812,4.1,58900,9.5,22.9,23,34.5,169.2,241.1,39.377,67.03,27.653
Illinois,17147,Piatt County,16550,1.178,2.496,50.278,5.1,65971,6.5,26.6,22,29,50.6,241.2,33.599,63.187,29.588
Indiana,18097,Marion County,890879,9.95,34.16,51.792,5,42700,15.1,27.7,25.6,32.4,291.3,241.2,-22.834,36.067,58.902
Ohio,39039,Defiance County,38432,9.827,4.529,50.495,4.9,53026,10.9,16.3,28.7,32.9,88.5,241.2,34.819,64.501,29.682
Kansas,20141,Osborne County,3849,1.873,2.797,49.471,3.5,38848,10.5,19.7,25.4,33.2,23.1,241.3,68.796,81.974,13.177
South Dakota,46007,Bennett County,3348,3.885,65.323,51.767,5.2,34326,20.8,16.5,25.1,36.6,13.8,241.4,22.106,57.963,35.857
South Dakota,46025,Clark County,3431,2.924,3.362,49.576,3.7,48024,10.2,20.2,22.7,30.6,8.3,241.5,44.719,68.739,24.019
South Dakota,46021,Campbell County,1344,1.933,2.863,47.888,3,49895,11.9,19.3,24.7,30.9,4.5,241.6,72.082,84.717,12.635
Illinois,17089,Kane County,511892,31.524,13.264,50.23,5.8,72131,17,31.8,16.3,25.3,36.6,241.7,-8.942,42.422,51.364
Kentucky,21061,Edmonson County,11926,0.999,3.423,49.938,7.1,38544,20.2,11.6,29.8,31.2,210.9,241.8,60.218,78.897,18.68
Kentucky,21093,Hardin County,99770,5.537,19.223,50.025,5.1,50407,11,22.2,24.9,32.9,45.6,241.8,30.194,62.516,32.322
Arkansas,5109,Pike County,10627,6.43,7.012,50.333,6.2,36893,19.7,12.8,33.6,37.8,18.8,241.9,61.96,79.146,17.186
Mississippi,28161,Yalobusha County,13773,1.896,40.628,51.595,7.1,34494,21.4,11.1,36.5,38.6,31.6,241.9,13.074,55.563,42.489
North Carolina,37113,Macon County,33233,6.763,4.623,51.364,6.2,37884,14.3,22.4,27.6,27.4,102.1,241.9,41.497,69.422,27.925
New York,36103,Suffolk County,1518475,18.638,15.124,50.754,4.8,85886,10.2,33.5,22.3,23.1,71.2,242,8.223,52.484,44.261
Oklahoma,40095,Marshall County,15014,16.683,19.129,50.283,5.3,38517,19.6,14.2,38.7,36.1,7.9,242,56.625,76.581,19.956
Virginia,51770,Roanoke city,94482,6.097,35.25,52.096,4.9,40735,16.7,24.1,25.5,31.9,2279.8,242,-17.633,38.451,56.085
West Virginia,54017,Doddridge County,7202,0.697,3.156,45.927,5.7,41838,18.1,12.7,34.2,35.7,25.7,242,70.311,83.05,12.739
Washington,53039,Klickitat County,20554,12.551,7.243,49.696,7.1,49348,12.6,20.6,22.5,27.5,10.9,242.1,15.248,54.55,39.302
Iowa,19097,Jackson County,19728,1.404,2.988,50.247,4.1,50299,9.6,14.1,27.1,33.1,27.9,242.3,19.443,57.046,37.603
New York,36117,Wayne County,91291,4.22,6.446,50.455,5.4,49191,10.7,21.3,26.4,30.2,76.1,242.3,26.113,59.935,33.822
North Carolina,37025,Cabarrus County,172223,10.082,23.504,51.222,5.2,55250,12.6,26.2,22.5,30,179.3,242.3,19.973,58.487,38.513
