"id","health","partyid","age","sex","sexornt","educ","marital","race","income"
1373,"fair","rep",36,"male","hetero",18,"married","white",NA
1374,"excellent","rep",31,"female","bisexual/other",12,"married","white",32.5
1375,"good","dem",41,"female","bisexual/other",16,"married","black",67.5
1377,"good","rep",38,"female","hetero",16,"married","white",23.75
1378,"fair","rep",42,"female","bisexual/other",15,"no longer married","white",27.5
1379,"poor","dem",69,"female","bisexual/other",13,"no longer married","white",NA
1380,"excellent","dem",29,"female","bisexual/other",16,"married","black",45
1381,"fair","dem",33,"male","bisexual/other",3,"married","other",NA
1382,"excellent","other",27,"male","bisexual/other",14,"married","white",55
1383,"good","rep",42,"male","hetero",14,"married","white",3.5
1385,"good","dem",41,"female","hetero",18,"no longer married","white",NA
1386,"good","dem",70,"female","hetero",16,"no longer married","white",NA
1387,"fair","rep",31,"male","bisexual/other",8,"married","white",11.25
1388,"good","rep",68,"female","hetero",14,"married","white",21.25
1389,"good","other",38,"female","bisexual/other",20,"married","white",45
1390,"good","dem",57,"male","bisexual/other",16,"never married","white",NA
1391,"good","other",38,"male","hetero",15,"married","white",55
1392,"good","rep",30,"female","bisexual/other",18,"never married","white",6.5
1393,"fair","other",68,"male","bisexual/other",11,"married","white",21.25
1395,"good","dem",82,"male","bisexual/other",12,"married","white",NA
1397,"fair","rep",44,"male","bisexual/other",9,"married","white",37.5
1398,"good","dem",82,"female","bisexual/other",13,"no longer married","white",NA
1399,"excellent","dem",69,"female","bisexual/other",12,"married","other",NA
1401,"good","dem",61,"female","bisexual/other",12,"no longer married","black",27.5
1403,"excellent","other",57,"female","bisexual/other",13,"married","white",21.25
1404,"fair","dem",37,"female","hetero",16,"never married","white",67.5
1406,"good","dem",74,"female","bisexual/other",18,"no longer married","black",NA
1407,"good","dem",71,"female","hetero",12,"no longer married","black",NA
1408,"good","rep",22,"male","hetero",14,"never married","white",21.25
1409,"poor","dem",26,"female","bisexual/other",10,"never married","white",7.5
1410,"fair","rep",52,"female","bisexual/other",13,"married","white",45
1411,"good","dem",84,"female","bisexual/other",12,"no longer married","black",NA
1412,"poor","other",22,"male","bisexual/other",10,"never married","other",NA
1413,"excellent","dem",28,"male","bisexual/other",13,"never married","black",7.5
1414,"excellent","rep",60,"female","bisexual/other",12,"no longer married","white",37.5
1416,"fair","other",45,"male","bisexual/other",15,"no longer married","black",37.5
1418,"good","other",32,"female","bisexual/other",10,"never married","white",NA
1419,"good","dem",43,"female","hetero",11,"no longer married","black",9
1421,"excellent","dem",65,"male","bisexual/other",14,"married","white",NA
1422,"good","dem",32,"female","hetero",14,"never married","white",NA
1424,"good","rep",52,"male","bisexual/other",18,"married","white",67.5
1425,"good","dem",58,"female","hetero",16,"married","white",55
1427,"excellent","dem",77,"female","hetero",16,"no longer married","white",4.5
1428,"excellent","rep",86,"male","bisexual/other",10,"married","white",NA
1429,"good","dem",52,"female","hetero",14,"no longer married","white",27.5
1430,"excellent","other",66,"male","bisexual/other",16,"no longer married","white",NA
1432,"good","rep",47,"female","bisexual/other",14,"no longer married","white",27.5
1434,"excellent","dem",35,"female","bisexual/other",15,"no longer married","black",55
1435,"fair","other",50,"female","hetero",14,"no longer married","black",45
1437,"good","dem",22,"male","hetero",15,"never married","black",NA
1439,"fair","dem",26,"male","bisexual/other",12,"no longer married","black",21.25
1440,"good","dem",24,"female","hetero",16,"married","white",NA
1441,"good","other",NA,"female","bisexual/other",12,"married","white",21.25
1442,"good","dem",38,"male","gay",14,"married","white",NA
1443,"good","dem",31,"male","hetero",16,"never married","white",45
1444,"good","dem",31,"female","bisexual/other",16,"never married","white",NA
1445,"good","other",30,"female","bisexual/other",16,"never married","black",21.25
1447,"fair","dem",49,"male","hetero",16,"never married","black",11.25
1448,"good","rep",29,"male","bisexual/other",10,"married","white",21.25
1449,"fair","rep",45,"female","bisexual/other",10,"no longer married","white",NA
1451,"excellent","rep",34,"female","hetero",12,"married","white",67.5
1454,"good","dem",48,"female","hetero",18,"married","white",32.5
1457,"excellent","rep",65,"male","bisexual/other",11,"married","white",11.25
1458,"good","dem",48,"female","hetero",13,"never married","black",82.5
1459,"good","dem",27,"female","bisexual/other",16,"never married","black",NA
1460,"excellent","dem",55,"female","bisexual/other",18,"married","black",100
1461,"good","rep",25,"male","hetero",15,"married","white",NA
1462,"fair","dem",55,"female","hetero",12,"no longer married","black",11.25
1463,"fair","other",71,"female","hetero",13,"no longer married","white",NA
1466,"excellent","dem",56,"female","hetero",16,"no longer married","white",67.5
1468,"fair","dem",27,"female","bisexual/other",15,"never married","black",32.5
1469,"excellent","other",69,"female","hetero",13,"married","black",100
1472,"fair","dem",53,"female","bisexual/other",9,"married","black",37.5
1474,"fair","other",34,"female","bisexual/other",11,"married","black",NA
1475,"good","rep",37,"female","hetero",8,"no longer married","white",18.75
1477,"fair","other",63,"female","bisexual/other",12,"no longer married","white",13.75
1478,"fair","dem",32,"female","hetero",16,"never married","black",13.75
1481,"good","other",22,"male","bisexual/other",12,"never married","black",5.5
1482,"good","other",24,"female","bisexual/other",14,"never married","white",32.5
1483,"good","dem",31,"female","hetero",16,"married","white",NA
1484,"good","rep",43,"female","bisexual/other",16,"married","white",16.25
1485,"excellent","rep",56,"female","hetero",16,"no longer married","white",200
1487,"excellent","other",47,"male","bisexual/other",12,"married","white",67.5
1488,"good","rep",72,"female","bisexual/other",16,"married","white",NA
1489,"excellent","rep",60,"male","hetero",18,"married","white",200
1491,"excellent","dem",38,"male","bisexual/other",16,"married","white",120
1493,"poor","rep",67,"female","bisexual/other",16,"no longer married","white",NA
1494,"excellent","other",39,"female","hetero",13,"never married","other",NA
1495,"good","rep",75,"female","hetero",12,"no longer married","white",NA
1496,"good","other",65,"female","bisexual/other",14,"married","white",2
1498,"fair","dem",35,"female","bisexual/other",14,"no longer married","other",NA
1499,"fair","dem",57,"female","hetero",18,"married","black",27.5
1501,"good","dem",29,"male","bisexual/other",12,"never married","white",23.75
1502,"fair","rep",66,"female","bisexual/other",12,"married","white",NA
1503,"poor","dem",58,"female","bisexual/other",14,"no longer married","white",NA
1504,"good","dem",77,"female","bisexual/other",16,"married","white",27.5
1506,"excellent","other",34,"female","hetero",14,"married","white",3.5
1508,"fair","rep",46,"female","bisexual/other",6,"married","white",NA
1510,"fair","dem",23,"female","bisexual/other",13,"married","white",11.25
1511,"good","dem",25,"female","hetero",16,"never married","black",45
1514,"fair","other",58,"female","bisexual/other",14,"married","white",2
1515,"fair","rep",50,"female","bisexual/other",8,"no longer married","white",32.5
1517,"excellent","other",58,"female","bisexual/other",14,"no longer married","white",23.75
1518,"good","dem",68,"female","hetero",15,"no longer married","white",NA
1520,"good","dem",68,"female","bisexual/other",12,"no longer married","white",NA
1521,"good","rep",54,"female","hetero",12,"no longer married","white",4.5
1523,"good","dem",64,"female","bisexual/other",12,"no longer married","white",11.25
1524,"fair","rep",58,"male","hetero",11,"married","white",45
1526,"poor","dem",56,"female","bisexual/other",12,"married","white",67.5
1527,"good","rep",69,"female","hetero",10,"married","white",NA
1529,"excellent","rep",34,"male","bisexual/other",11,"no longer married","white",18.75
1530,"fair","rep",67,"female","bisexual/other",13,"no longer married","white",NA
1531,"fair","other",40,"female","bisexual/other",13,"never married","white",NA
1533,"good","dem",32,"female","bisexual/other",15,"never married","black",45
1535,"excellent","rep",35,"male","bisexual/other",9,"married","other",23.75
1537,"good","dem",59,"male","hetero",13,"never married","black",0.5
1539,"fair","rep",53,"male","bisexual/other",12,"married","black",18.75
1540,"fair","other",39,"female","bisexual/other",10,"never married","black",5.5
1542,"fair","other",26,"male","bisexual/other",12,"never married","black",NA
1543,"excellent","dem",64,"male","hetero",20,"married","other",NA
1544,"fair","other",62,"female","hetero",11,"no longer married","white",7.5
1545,"good","other",72,"male","hetero",17,"no longer married","white",NA
1546,"good","rep",58,"female","bisexual/other",12,"married","white",32.5
1547,"good","other",22,"female","hetero",12,"married","white",NA
1550,"good","other",62,"male","bisexual/other",16,"no longer married","white",NA
1552,"good","rep",24,"female","bisexual/other",12,"married","white",21.25
1553,"fair","dem",38,"female","hetero",11,"never married","black",NA
1555,"excellent","rep",32,"female","hetero",16,"married","white",45
1557,"good","rep",88,"male","hetero",10,"no longer married","white",NA
1559,"good","rep",18,"male","hetero",12,"never married","white",NA
1561,"good","dem",60,"female","bisexual/other",18,"married","black",37.5
1563,"fair","dem",72,"female","hetero",18,"married","black",NA
1565,"excellent","dem",27,"female","bisexual/other",14,"married","black",NA
1566,"good","dem",42,"male","bisexual/other",11,"married","black",45
1568,"good","rep",38,"male","hetero",12,"married","white",82.5
1570,"good","dem",37,"male","gay",17,"never married","black",45
1571,"good","dem",73,"female","bisexual/other",10,"no longer married","black",NA
1572,"good","dem",21,"male","bisexual/other",15,"never married","black",11.25
1573,"fair","dem",60,"male","bisexual/other",12,"never married","other",NA
1574,"good","dem",70,"female","bisexual/other",12,"married","black",5.5
1575,"good","dem",70,"female","bisexual/other",18,"no longer married","black",NA
1577,"good","dem",35,"female","bisexual/other",11,"never married","black",13.75
1578,"good","dem",51,"female","hetero",14,"married","black",45
1579,"good","dem",37,"female","bisexual/other",12,"married","white",45
1580,"poor","other",71,"male","bisexual/other",15,"married","white",NA
1581,"poor","rep",35,"male","hetero",12,"married","white",NA
1582,"fair","rep",78,"male","bisexual/other",14,"married","white",NA
1583,"fair","rep",32,"male","hetero",12,"never married","white",4.5
1585,"good","dem",41,"female","hetero",14,"married","black",55
1588,"good","dem",36,"female","bisexual/other",13,"never married","black",3.5
1589,"excellent","rep",85,"male","bisexual/other",14,"no longer married","white",NA
1590,"good","dem",71,"male","bisexual/other",16,"no longer married","black",NA
1591,"excellent","other",30,"male","hetero",16,"never married","white",NA
1593,"good","other",88,"male","bisexual/other",11,"married","other",NA
1594,"good","dem",76,"female","hetero",16,"no longer married","white",NA
1596,"fair","rep",88,"female","bisexual/other",14,"no longer married","white",NA
1597,"fair","dem",64,"female","hetero",11,"no longer married","white",NA
1599,"fair","other",55,"female","hetero",9,"no longer married","white",13.75
1600,"good","dem",55,"female","gay",12,"never married","white",37.5
1602,"fair","dem",38,"male","hetero",14,"married","white",9
1604,"good","dem",54,"female","bisexual/other",16,"never married","black",9
1605,"excellent","rep",80,"female","hetero",12,"no longer married","white",NA
1606,"good","other",33,"female","bisexual/other",17,"never married","black",37.5
1607,"good","dem",25,"male","hetero",13,"never married","white",NA
1609,"good","dem",38,"female","bisexual/other",14,"never married","white",32.5
1610,"excellent","other",25,"male","hetero",12,"never married","white",NA
1611,"good","other",63,"male","bisexual/other",12,"never married","white",32.5
1612,"good","dem",22,"male","hetero",13,"never married","white",NA
1614,"good","dem",69,"female","bisexual/other",12,"married","white",NA
1615,"good","dem",20,"female","hetero",14,"never married","white",2
1617,"excellent","other",19,"male","hetero",12,"never married","white",2
1618,"good","dem",34,"male","bisexual/other",14,"never married","white",21.25
1619,"excellent","rep",59,"female","bisexual/other",16,"married","white",NA
1621,"good","rep",44,"female","bisexual/other",16,"married","white",NA
1622,"good","dem",34,"male","hetero",19,"married","white",67.5
1624,"good","rep",42,"female","bisexual/other",16,"married","white",NA
1626,"good","dem",32,"female","bisexual/other",15,"never married","white",21.25
1627,"fair","other",61,"female","hetero",12,"no longer married","white",NA
1629,"poor","rep",39,"male","bisexual/other",12,"married","white",NA
1631,"fair","rep",49,"female","bisexual/other",12,"married","white",NA
1632,"good","rep",23,"male","hetero",12,"never married","white",NA
1633,"good","other",56,"female","hetero",12,"married","white",21.25
1635,"poor","rep",89,"female","bisexual/other",12,"no longer married","white",NA
1636,"poor","rep",66,"female","hetero",14,"no longer married","white",NA
1637,"excellent","rep",54,"female","bisexual/other",19,"married","white",200
1639,"fair","dem",53,"female","bisexual/other",13,"no longer married","white",23.75
1640,"poor","rep",76,"male","hetero",11,"married","white",NA
1643,"fair","dem",71,"female","bisexual/other",16,"married","white",NA
1644,"good","other",42,"male","hetero",15,"married","white",45
1646,"fair","rep",44,"male","bisexual/other",12,"no longer married","white",NA
1647,"good","other",63,"male","hetero",15,"no longer married","white",NA
1648,"excellent","rep",68,"female","bisexual/other",12,"no longer married","white",NA
1649,"excellent","dem",30,"female","gay",12,"never married","white",27.5
1651,"good","dem",43,"female","bisexual/other",14,"never married","white",21.25
1652,"excellent","other",26,"female","hetero",13,"never married","white",23.75
1653,"fair","dem",57,"female","hetero",14,"no longer married","white",NA
1655,"excellent","rep",42,"male","bisexual/other",16,"married","white",82.5
1656,"good","dem",74,"male","hetero",12,"married","white",NA
1658,"good","rep",65,"male","hetero",19,"no longer married","white",45
1660,"good","dem",89,"male","bisexual/other",8,"no longer married","white",NA
1661,"good","rep",44,"male","hetero",12,"no longer married","white",23.75
1662,"good","dem",77,"female","bisexual/other",12,"no longer married","white",9
1663,"good","dem",23,"male","hetero",13,"never married","white",13.75
1665,"good","rep",37,"male","hetero",19,"no longer married","white",45
1667,"fair","rep",60,"female","bisexual/other",13,"no longer married","white",45
1669,"excellent","dem",43,"male","bisexual/other",16,"married","white",120
1670,"excellent","rep",43,"female","hetero",16,"married","black",45
1671,"fair","dem",21,"male","bisexual/other",12,"never married","white",37.5
1672,"good","rep",51,"female","hetero",14,"no longer married","white",37.5
1673,"good","rep",36,"male","bisexual/other",16,"married","white",45
1674,"good","rep",69,"male","hetero",19,"no longer married","white",NA
1679,"good","other",73,"male","bisexual/other",16,"no longer married","white",37.5
1681,"good","dem",34,"male","hetero",16,"married","white",100
1683,"fair","other",34,"male","bisexual/other",15,"married","white",NA
1684,"good","rep",65,"female","bisexual/other",12,"married","white",NA
1685,"good","other",46,"female","hetero",12,"no longer married","white",45
1686,"excellent","rep",37,"male","bisexual/other",20,"married","white",NA
1687,"fair","dem",22,"male","hetero",12,"never married","white",NA
1689,"poor","other",59,"female","hetero",12,"never married","white",NA
1690,"poor","other",69,"male","bisexual/other",18,"no longer married","white",NA
1692,"excellent","dem",78,"male","bisexual/other",15,"married","white",45
1693,"excellent","rep",88,"female","hetero",16,"no longer married","white",NA
1695,"fair","dem",41,"male","hetero",9,"no longer married","white",NA
1696,"fair","dem",41,"female","bisexual/other",12,"no longer married","white",NA
1697,"fair","dem",56,"female","bisexual/other",11,"no longer married","white",NA
1698,"fair","other",28,"male","hetero",12,"never married","black",NA
1700,"fair","dem",44,"male","bisexual/other",13,"married","white",NA
1701,"fair","dem",34,"female","bisexual/other",13,"married","black",NA
1702,"good","rep",58,"male","bisexual/other",16,"no longer married","white",67.5
1704,"good","dem",19,"female","bisexual/other",12,"never married","black",2
1705,"fair","other",68,"male","hetero",12,"no longer married","white",NA
1706,"excellent","rep",43,"male","bisexual/other",18,"married","white",120
1709,"good","dem",28,"female","bisexual/other",19,"married","other",9
1710,"excellent","other",23,"female","hetero",17,"never married","white",NA
1712,"fair","other",37,"female","bisexual/other",12,"never married","white",NA
1713,"fair","rep",31,"male","bisexual/other",14,"never married","white",NA
1714,"good","dem",44,"female","bisexual/other",18,"no longer married","white",200
1716,"good","dem",22,"male","bisexual/other",14,"never married","white",NA
1717,"good","dem",22,"male","bisexual/other",15,"never married","white",NA
1719,"excellent","dem",23,"male","bisexual/other",12,"never married","white",23.75
1720,"good","dem",40,"female","hetero",14,"married","white",4.5
1721,"fair","dem",78,"female","bisexual/other",12,"no longer married","white",NA
1722,"good","other",62,"male","hetero",12,"no longer married","white",67.5
1724,"good","dem",27,"male","bisexual/other",16,"never married","white",32.5
1726,"good","other",52,"male","bisexual/other",18,"no longer married","white",55
1728,"fair","dem",76,"female","bisexual/other",10,"no longer married","white",NA
1729,"fair","rep",52,"male","hetero",14,"never married","white",11.25
1731,"excellent","rep",50,"female","hetero",17,"never married","white",32.5
1734,"good","rep",51,"female","bisexual/other",12,"married","white",NA
1736,"good","rep",48,"female","bisexual/other",12,"married","white",NA
1738,"excellent","rep",59,"female","bisexual/other",16,"married","white",23.75
1739,"excellent","dem",24,"male","hetero",17,"never married","white",NA
1740,"poor","rep",65,"male","hetero",12,"no longer married","white",NA
1742,"fair","rep",39,"female","hetero",16,"no longer married","white",55
1743,"good","other",66,"female","bisexual/other",11,"no longer married","black",NA
1744,"good","dem",38,"male","hetero",18,"married","white",67.5
1746,"good","dem",89,"female","bisexual/other",12,"no longer married","white",NA
1748,"fair","rep",58,"male","bisexual/other",10,"no longer married","white",45
1749,"fair","rep",25,"male","hetero",10,"never married","white",21.25
1750,"excellent","rep",51,"male","hetero",12,"married","white",100
1751,"good","dem",69,"female","bisexual/other",12,"no longer married","white",13.75
1752,"excellent","rep",45,"female","hetero",16,"married","white",140
1754,"good","dem",73,"female","bisexual/other",12,"no longer married","white",55
1757,"good","dem",68,"male","bisexual/other",12,"married","white",NA
1759,"excellent","dem",86,"female","bisexual/other",20,"never married","white",NA
1760,"fair","rep",54,"male","hetero",12,"married","white",67.5
1762,"excellent","dem",65,"female","hetero",14,"married","white",NA
1764,"excellent","rep",67,"female","hetero",14,"no longer married","white",55
1766,"poor","other",23,"female","bisexual/other",13,"married","white",NA
1768,"good","rep",26,"female","bisexual/other",12,"never married","white",32.5
1769,"good","other",41,"male","hetero",12,"married","white",67.5
1772,"good","dem",86,"female","bisexual/other",17,"no longer married","white",NA
1774,"good","rep",54,"female","bisexual/other",8,"no longer married","white",NA
1775,"good","dem",51,"male","bisexual/other",1,"married","other",0.5
1776,"good","dem",61,"male","hetero",14,"married","white",27.5
1778,"good","other",54,"female","hetero",12,"married","white",23.75
1779,"good","dem",72,"male","bisexual/other",20,"never married","white",NA
1781,"good","rep",59,"male","hetero",16,"married","white",100
1782,"fair","rep",31,"female","hetero",12,"never married","white",21.25
1785,"good","other",34,"female","bisexual/other",16,"married","white",55
1786,"good","rep",37,"female","gay",15,"married","white",NA
1787,"good","rep",30,"female","bisexual/other",16,"married","white",67.5
1788,"good","rep",33,"female","bisexual/other",16,"married","white",27.5
1789,"good","rep",48,"male","bisexual/other",16,"no longer married","white",67.5
1790,"excellent","rep",60,"female","bisexual/other",16,"married","white",2
1791,"good","dem",47,"female","hetero",20,"married","white",NA
1793,"fair","dem",67,"male","hetero",12,"married","white",NA
1795,"good","rep",31,"female","bisexual/other",13,"never married","white",NA
1796,"excellent","rep",36,"male","hetero",16,"married","white",82.5
1798,"fair","rep",89,"female","bisexual/other",16,"no longer married","white",NA
1799,"good","other",63,"female","hetero",16,"married","white",45
1800,"excellent","other",24,"male","bisexual/other",11,"never married","black",32.5
1801,"good","dem",35,"female","hetero",14,"no longer married","white",45
1803,"good","rep",66,"male","bisexual/other",16,"married","white",82.5
1805,"excellent","dem",53,"male","hetero",16,"married","black",45
1807,"excellent","dem",32,"female","bisexual/other",16,"married","white",NA
1808,"fair","other",26,"female","bisexual/other",12,"never married","white",21.25
1809,"good","rep",35,"female","hetero",16,"married","white",45
1810,"excellent","rep",59,"male","bisexual/other",19,"married","white",120
1811,"excellent","dem",55,"male","bisexual/other",14,"married","white",32.5
1812,"good","dem",41,"female","hetero",16,"married","white",NA
1813,"excellent","other",85,"male","bisexual/other",14,"no longer married","white",NA
1815,"good","dem",56,"male","hetero",12,"no longer married","white",NA
1816,"fair","rep",77,"male","bisexual/other",12,"no longer married","white",NA
1817,"good","dem",49,"male","hetero",12,"no longer married","white",37.5
1819,"poor","dem",66,"male","bisexual/other",14,"no longer married","white",NA
1820,"good","dem",56,"male","hetero",13,"never married","black",9
1822,"excellent","rep",45,"male","bisexual/other",17,"no longer married","white",120
1823,"good","rep",66,"male","bisexual/other",14,"married","white",NA
1825,"excellent","rep",58,"female","bisexual/other",12,"married","white",120
1826,"excellent","other",28,"female","hetero",12,"married","white",NA
1828,"good","rep",87,"female","bisexual/other",11,"married","white",3.5
1829,"good","rep",56,"female","bisexual/other",16,"no longer married","white",140
1831,"good","rep",72,"female","bisexual/other",13,"married","white",NA
1832,"good","dem",49,"female","bisexual/other",16,"never married","black",45
1833,"excellent","other",25,"female","bisexual/other",12,"never married","black",11.25
1834,"poor","dem",53,"male","bisexual/other",11,"never married","black",NA
1835,"excellent","other",23,"male","bisexual/other",12,"never married","black",NA
1836,"good","rep",23,"female","hetero",12,"never married","black",NA
1837,"fair","other",73,"female","bisexual/other",14,"married","white",23.75
1838,"good","rep",18,"female","hetero",12,"married","white",NA
1843,"good","rep",70,"female","bisexual/other",13,"never married","white",NA
1845,"good","dem",85,"male","bisexual/other",19,"no longer married","black",45
1847,"good","dem",68,"male","hetero",15,"no longer married","black",45
1848,"good","rep",64,"female","bisexual/other",12,"no longer married","white",27.5
1849,"good","dem",75,"male","hetero",12,"no longer married","white",NA
1852,"good","other",24,"female","bisexual/other",12,"never married","white",3.5
1853,"fair","rep",27,"male","hetero",12,"never married","white",27.5
1854,"good","other",28,"female","bisexual/other",10,"married","white",NA
1856,"excellent","rep",67,"female","hetero",13,"married","white",NA
1858,"excellent","dem",86,"female","hetero",16,"no longer married","white",NA
1859,"good","other",33,"female","bisexual/other",12,"married","other",16.25
1860,"excellent","other",28,"female","hetero",18,"never married","white",32.5
1861,"good","other",30,"female","bisexual/other",9,"no longer married","white",NA
1862,"good","dem",23,"female","gay",14,"never married","white",2
1864,"good","rep",77,"male","bisexual/other",11,"no longer married","white",100
1866,"fair","rep",81,"male","hetero",14,"married","white",NA
1867,"fair","other",32,"female","bisexual/other",9,"no longer married","other",NA
1868,"excellent","rep",34,"male","hetero",11,"married","white",67.5
1869,"poor","dem",39,"female","bisexual/other",19,"never married","white",NA
1870,"excellent","dem",59,"female","hetero",13,"no longer married","other",45
1871,"good","other",49,"male","bisexual/other",13,"no longer married","other",160
1872,"good","rep",84,"male","hetero",16,"married","white",NA
1874,"excellent","dem",52,"male","bisexual/other",13,"married","other",NA
1877,"excellent","dem",67,"female","bisexual/other",12,"never married","black",NA
1878,"excellent","other",18,"male","hetero",10,"never married","white",NA
1880,"fair","rep",49,"female","hetero",9,"no longer married","white",3.5
1881,"good","dem",24,"female","bisexual/other",13,"never married","black",NA
1882,"fair","dem",72,"female","hetero",8,"no longer married","other",NA
1883,"good","rep",54,"female","bisexual/other",12,"married","white",NA
1884,"good","rep",21,"male","bisexual/other",12,"never married","other",0.5
1886,"fair","dem",60,"female","bisexual/other",12,"no longer married","white",67.5
1887,"good","rep",25,"female","hetero",12,"married","white",NA
1889,"good","other",33,"male","bisexual/other",12,"married","white",67.5
1890,"good","rep",30,"female","hetero",12,"married","other",37.5
1891,"fair","dem",43,"male","hetero",11,"no longer married","other",23.75
1893,"poor","other",57,"male","hetero",11,"never married","black",NA
1895,"good","dem",49,"female","bisexual/other",13,"no longer married","other",NA
1896,"good","other",61,"female","hetero",10,"no longer married","white",21.25
1897,"good","dem",39,"male","hetero",14,"no longer married","other",67.5
1899,"excellent","dem",55,"female","bisexual/other",8,"married","other",67.5
1903,"good","other",80,"female","bisexual/other",10,"married","white",NA
1904,"excellent","dem",43,"male","hetero",10,"married","white",67.5
1905,"fair","other",45,"female","bisexual/other",4,"no longer married","other",3.5
1906,"fair","dem",33,"male","bisexual/other",15,"married","black",55
1907,"good","rep",51,"male","hetero",14,"no longer married","white",120
1908,"fair","other",34,"female","hetero",12,"never married","white",11.25
1909,"good","rep",28,"male","hetero",17,"married","white",120
1911,"fair","dem",61,"male","bisexual/other",16,"no longer married","white",200
1912,"good","dem",35,"female","bisexual/other",20,"married","white",55
1914,"poor","rep",43,"male","bisexual/other",12,"no longer married","white",NA
1915,"excellent","dem",20,"male","gay",11,"never married","white",NA
1916,"good","other",60,"male","bisexual/other",20,"married","white",NA
1917,"good","rep",64,"female","hetero",13,"married","white",NA
1918,"poor","other",34,"male","bisexual/other",12,"never married","other",NA
1921,"good","dem",31,"female","hetero",14,"married","white",NA
1923,"good","dem",64,"female","bisexual/other",16,"no longer married","other",55
1924,"fair","dem",38,"female","bisexual/other",15,"never married","white",NA
1925,"good","dem",56,"male","bisexual/other",11,"never married","white",27.5
1926,"excellent","other",60,"female","hetero",17,"no longer married","white",55
1927,"excellent","other",27,"male","bisexual/other",13,"never married","white",NA
1928,"poor","other",25,"female","hetero",12,"never married","white",5.5
1929,"good","other",38,"male","bisexual/other",12,"never married","other",NA
1930,"excellent","rep",71,"female","bisexual/other",16,"no longer married","other",NA
1931,"good","dem",73,"male","bisexual/other",11,"married","white",11.25
1932,"excellent","dem",61,"female","hetero",20,"married","white",NA
1935,"fair","rep",53,"female","bisexual/other",12,"no longer married","white",2
1936,"good","dem",41,"male","hetero",16,"married","white",NA
1937,"excellent","rep",56,"female","bisexual/other",18,"married","white",82.5
1938,"good","dem",26,"female","hetero",16,"married","white",NA
1939,"good","other",39,"male","bisexual/other",19,"married","white",120
1940,"excellent","rep",60,"female","bisexual/other",16,"married","white",NA
1941,"excellent","rep",56,"male","bisexual/other",20,"married","white",140
1942,"good","dem",18,"female","hetero",12,"never married","white",NA
1943,"excellent","rep",62,"female","bisexual/other",16,"married","white",NA
1944,"excellent","dem",48,"female","hetero",14,"married","white",NA
1946,"good","other",55,"male","bisexual/other",16,"married","white",200
1948,"good","dem",24,"male","bisexual/other",16,"never married","white",9
1950,"excellent","other",29,"male","bisexual/other",16,"never married","white",82.5
1951,"fair","dem",66,"female","hetero",15,"no longer married","other",NA
1952,"excellent","rep",33,"female","bisexual/other",16,"no longer married","white",45
1953,"fair","rep",58,"male","hetero",14,"no longer married","white",NA
1954,"fair","rep",76,"female","bisexual/other",12,"no longer married","white",NA
1956,"good","dem",30,"female","bisexual/other",12,"never married","white",55
1958,"excellent","rep",51,"male","bisexual/other",14,"no longer married","white",37.5
1959,"good","dem",63,"male","hetero",12,"married","white",NA
1960,"fair","dem",39,"male","bisexual/other",10,"married","white",NA
1961,"fair","rep",69,"female","hetero",14,"no longer married","other",16.25
1962,"fair","other",24,"male","bisexual/other",12,"married","white",32.5
1963,"good","other",NA,"male","bisexual/other",20,"married","other",NA
1965,"good","other",30,"male","bisexual/other",12,"married","other",45
1966,"good","dem",32,"female","bisexual/other",13,"married","white",45
1968,"good","dem",67,"female","bisexual/other",13,"no longer married","white",NA
1969,"poor","other",28,"female","bisexual/other",14,"no longer married","white",21.25
1970,"good","other",60,"female","bisexual/other",16,"never married","other",NA
1971,"good","rep",51,"female","bisexual/other",14,"no longer married","white",120
1972,"good","dem",32,"male","hetero",16,"never married","white",32.5
1973,"good","dem",28,"male","bisexual/other",16,"never married","black",13.75
1974,"good","rep",59,"male","hetero",13,"married","white",55
1976,"good","rep",70,"female","bisexual/other",12,"married","white",NA
1977,"fair","rep",36,"male","hetero",15,"never married","black",18.75
1979,"fair","other",59,"male","bisexual/other",2,"no longer married","other",7.5
1980,"fair","other",42,"female","hetero",9,"married","other",16.25
1982,"good","dem",56,"male","bisexual/other",13,"no longer married","white",NA
1983,"fair","dem",34,"male","hetero",18,"never married","white",82.5
1985,"good","rep",22,"female","bisexual/other",12,"never married","black",6.5
1987,"excellent","other",22,"female","hetero",12,"never married","black",NA
1988,"fair","rep",25,"female","bisexual/other",12,"never married","white",NA
1989,"fair","other",44,"male","hetero",12,"never married","other",NA
1991,"good","rep",44,"male","bisexual/other",11,"never married","other",0.5
1992,"good","other",47,"male","hetero",0,"no longer married","other",4.5
1993,"fair","other",21,"male","bisexual/other",12,"never married","white",NA
1994,"fair","other",43,"female","bisexual/other",9,"no longer married","white",NA
1995,"fair","other",51,"male","bisexual/other",8,"no longer married","white",NA
1998,"excellent","dem",85,"female","hetero",16,"no longer married","white",NA
2001,"good","rep",81,"male","bisexual/other",11,"married","other",NA
2005,"good","dem",49,"male","bisexual/other",15,"married","white",NA
2007,"fair","dem",29,"female","bisexual/other",20,"never married","other",NA
2009,"good","dem",19,"female","bisexual/other",12,"never married","white",NA
2011,"good","dem",19,"male","bisexual/other",12,"never married","white",NA
2013,"fair","dem",25,"male","hetero",16,"never married","white",18.75
