title,year,recipients,num_recipients,motivation
The Nobel Prize in Physiology or Medicine,1953,"['Hans Adolf Krebs', 'Fritz Albert Lipmann']",2,“for his discovery of the citric acid cycle”
The Nobel Prize in Literature,1953,['Sir Winston Leonard Spencer Churchill'],1,“for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values”
The Nobel Peace Prize,1953,['George Catlett Marshall'],1,
The Nobel Prize in Physics,1952,"['Felix Bloch', 'Edward Mills Purcell']",2,“for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith”
The Nobel Prize in Chemistry,1952,"['Archer John Porter Martin', 'Richard Laurence Millington Synge']",2,“for their invention of partition chromatography”
The Nobel Prize in Physiology or Medicine,1952,['Selman Abraham Waksman'],1,"“for his discovery of streptomycin, the first antibiotic effective against tuberculosis”"
The Nobel Prize in Literature,1952,['François Mauriac'],1,“for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life”
The Nobel Peace Prize,1952,['Albert Schweitzer'],1,
The Nobel Prize in Physics,1951,"['Sir John Douglas Cockcroft', 'Ernest Thomas Sinton Walton']",2,“for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles”
The Nobel Prize in Chemistry,1951,"['Edwin Mattison McMillan', 'Glenn Theodore Seaborg']",2,“for their discoveries in the chemistry of the transuranium elements”
The Nobel Prize in Physiology or Medicine,1951,['Max Theiler'],1,“for his discoveries concerning yellow fever and how to combat it”
The Nobel Prize in Literature,1951,['Pär Fabian Lagerkvist'],1,“for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind”
The Nobel Peace Prize,1951,['Léon Jouhaux'],1,
The Nobel Prize in Physics,1950,['Cecil Frank Powell'],1,“for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method”
The Nobel Prize in Chemistry,1950,"['Otto Paul Hermann Diels', 'Kurt Alder']",2,“for their discovery and development of the diene synthesis”
The Nobel Prize in Physiology or Medicine,1950,"['Edward Calvin Kendall', 'Tadeus Reichstein', 'Philip Showalter Hench']",3,"“for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects”"
The Nobel Prize in Literature,1950,['Earl (Bertrand Arthur William) Russell'],1,“in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought”
The Nobel Peace Prize,1950,['Ralph Bunche'],1,
The Nobel Prize in Physics,1949,['Hideki Yukawa'],1,“for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces”
The Nobel Prize in Chemistry,1949,['William Francis Giauque'],1,"“for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures”"
The Nobel Prize in Physiology or Medicine,1949,"['Walter Rudolf Hess', 'Antonio Caetano de Abreu Freire Egas Moniz']",2,“for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs”
The Nobel Prize in Literature,1949,['William Faulkner'],1,“for his powerful and artistically unique contribution to the modern American novel”
The Nobel Peace Prize,1949,['Lord (John) Boyd Orr of Brechin'],1,
The Nobel Prize in Physics,1948,['Patrick Maynard Stuart Blackett'],1,"“for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation”"
The Nobel Prize in Chemistry,1948,['Arne Wilhelm Kaurin Tiselius'],1,"“for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins”"
The Nobel Prize in Physiology or Medicine,1948,['Paul Hermann Müller'],1,“for his discovery of the high efficiency of DDT as a contact poison against several arthropods”
The Nobel Prize in Literature,1948,['Thomas Stearns Eliot'],1,"“for his outstanding, pioneer contribution to present-day poetry”"
The Nobel Peace Prize,1948,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Physics,1947,['Sir Edward Victor Appleton'],1,“for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer”
The Nobel Prize in Chemistry,1947,['Sir Robert Robinson'],1,"“for his investigations on plant products of biological importance, especially the alkaloids”"
The Nobel Prize in Physiology or Medicine,1947,"['Carl Ferdinand Cori', 'Gerty Theresa Cori, née Radnitz', 'Bernardo Alberto Houssay']",3,“for their discovery of the course of the catalytic conversion of glycogen”
The Nobel Prize in Literature,1947,['André Paul Guillaume Gide'],1,"“for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight”"
The Nobel Peace Prize,1947,"['Friends Service Council (The Quakers) ', 'American Friends Service Committee (The Quakers) ']",2,
The Nobel Prize in Physics,1946,['Percy Williams Bridgman'],1,"“for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics”"
The Nobel Prize in Chemistry,1946,"['James Batcheller Sumner', 'John Howard Northrop', 'Wendell Meredith Stanley']",3,“for his discovery that enzymes can be crystallized”
The Nobel Prize in Physiology or Medicine,1946,['Hermann Joseph Muller'],1,“for the discovery of the production of mutations by means of X-ray irradiation”
The Nobel Prize in Literature,1946,['Hermann Hesse'],1,"“for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style”"
The Nobel Peace Prize,1946,"['Emily Greene Balch', 'John Raleigh Mott']",2,
The Nobel Prize in Physics,1945,['Wolfgang Pauli'],1,"“for the discovery of the Exclusion Principle, also called the Pauli Principle”"
The Nobel Prize in Chemistry,1945,['Artturi Ilmari Virtanen'],1,"“for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method”"
The Nobel Prize in Physiology or Medicine,1945,"['Sir Alexander Fleming', 'Ernst Boris Chain', 'Sir Howard Walter Florey']",3,“for the discovery of penicillin and its curative effect in various infectious diseases”
The Nobel Prize in Literature,1945,['Gabriela Mistral'],1,"“for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world”"
The Nobel Peace Prize,1945,['Cordell Hull'],1,
The Nobel Prize in Physics,1944,['Isidor Isaac Rabi'],1,“for his resonance method for recording the magnetic properties of atomic nuclei”
The Nobel Prize in Chemistry,1944,['Otto Hahn'],1,“for his discovery of the fission of heavy nuclei”
The Nobel Prize in Physiology or Medicine,1944,"['Joseph Erlanger', 'Herbert Spencer Gasser']",2,“for their discoveries relating to the highly differentiated functions of single nerve fibres”
The Nobel Prize in Literature,1944,['Johannes Vilhelm Jensen'],1,"“for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style”"
The Nobel Peace Prize,1944,['Comité international de la Croix Rouge (International Committee of the Red Cross) '],1,
The Nobel Prize in Physics,1943,['Otto Stern'],1,“for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton”
The Nobel Prize in Chemistry,1943,['George de Hevesy'],1,“for his work on the use of isotopes as tracers in the study of chemical processes”
The Nobel Prize in Physiology or Medicine,1943,"['Henrik Carl Peter Dam', 'Edward Adelbert Doisy']",2,“for his discovery of vitamin K”
The Nobel Prize in Literature,1943,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Peace Prize,1943,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Physics,1942,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Chemistry,1942,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Physiology or Medicine,1942,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Literature,1942,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Peace Prize,1942,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Physics,1941,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Chemistry,1941,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Physiology or Medicine,1941,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Literature,1941,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Peace Prize,1941,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Physics,1940,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Chemistry,1940,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Physiology or Medicine,1940,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Literature,1940,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Peace Prize,1940,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Physics,1939,['Ernest Orlando Lawrence'],1,"“for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements”"
The Nobel Prize in Chemistry,1939,"['Adolf Friedrich Johann Butenandt', 'Leopold Ruzicka']",2,“for his work on sex hormones”
The Nobel Prize in Physiology or Medicine,1939,['Gerhard Domagk'],1,“for the discovery of the antibacterial effects of prontosil”
The Nobel Prize in Literature,1939,['Frans Eemil Sillanpää'],1,“for his deep understanding of his country’s peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature”
The Nobel Peace Prize,1939,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Physics,1938,['Enrico Fermi'],1,"“for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons”"
The Nobel Prize in Chemistry,1938,['Richard Kuhn'],1,“for his work on carotenoids and vitamins”
The Nobel Prize in Physiology or Medicine,1938,['Corneille Jean François Heymans'],1,“for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration”
The Nobel Prize in Literature,1938,['Pearl Buck'],1,“for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces”
The Nobel Peace Prize,1938,['Office international Nansen pour les Réfugiés (Nansen International Office for Refugees) '],1,
The Nobel Prize in Physics,1937,"['Clinton Joseph Davisson', 'George Paget Thomson']",2,“for their experimental discovery of the diffraction of electrons by crystals”
The Nobel Prize in Chemistry,1937,"['Walter Norman Haworth', 'Paul Karrer']",2,“for his investigations on carbohydrates and vitamin C”
The Nobel Prize in Physiology or Medicine,1937,['Albert von Szent-Györgyi Nagyrápolt'],1,"“for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid”"
The Nobel Prize in Literature,1937,['Roger Martin du Gard'],1,“for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle Les Thibault”
The Nobel Peace Prize,1937,"['Cecil of Chelwood, Viscount (Lord Edgar Algernon Robert Gascoyne Cecil)']",1,
The Nobel Prize in Physics,1936,"['Victor Franz Hess', 'Carl David Anderson']",2,“for his discovery of cosmic radiation”
The Nobel Prize in Chemistry,1936,['Petrus (Peter) Josephus Wilhelmus Debye'],1,“for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases”
The Nobel Prize in Physiology or Medicine,1936,"['Sir Henry Hallett Dale', 'Otto Loewi']",2,“for their discoveries relating to chemical transmission of nerve impulses”
The Nobel Prize in Literature,1936,['Eugene Gladstone O’Neill'],1,"“for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy”"
The Nobel Peace Prize,1936,['Carlos Saavedra Lamas'],1,
The Nobel Prize in Physics,1935,['James Chadwick'],1,“for the discovery of the neutron”
The Nobel Prize in Chemistry,1935,"['Frédéric Joliot', 'Irène Joliot-Curie']",2,“in recognition of their synthesis of new radioactive elements”
The Nobel Prize in Physiology or Medicine,1935,['Hans Spemann'],1,“for his discovery of the organizer effect in embryonic development”
The Nobel Prize in Literature,1935,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Peace Prize,1935,['Carl von Ossietzky'],1,
The Nobel Prize in Physics,1934,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Chemistry,1934,['Harold Clayton Urey'],1,“for his discovery of heavy hydrogen”
The Nobel Prize in Physiology or Medicine,1934,"['George Hoyt Whipple', 'George Richards Minot', 'William Parry Murphy']",3,“for their discoveries concerning liver therapy in cases of anaemia”
The Nobel Prize in Literature,1934,['Luigi Pirandello'],1,“for his bold and ingenious revival of dramatic and scenic art”
The Nobel Peace Prize,1934,['Arthur Henderson'],1,
The Nobel Prize in Physics,1933,"['Erwin Schrödinger', 'Paul Adrien Maurice Dirac']",2,“for the discovery of new productive forms of atomic theory”
The Nobel Prize in Chemistry,1933,[],0,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.
The Nobel Prize in Physiology or Medicine,1933,['Thomas Hunt Morgan'],1,“for his discoveries concerning the role played by the chromosome in heredity”
The Nobel Prize in Literature,1933,['Ivan Alekseyevich Bunin'],1,“for the strict artistry with which he has carried on the classical Russian traditions in prose writing”
The Nobel Peace Prize,1933,['Sir Norman Angell (Ralph Lane)'],1,
The Nobel Prize in Physics,1932,['Werner Karl Heisenberg'],1,"“for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen”"
The Nobel Prize in Chemistry,1932,['Irving Langmuir'],1,“for his discoveries and investigations in surface chemistry”
The Nobel Prize in Physiology or Medicine,1932,"['Sir Charles Scott Sherrington', 'Edgar Douglas Adrian']",2,“for their discoveries regarding the functions of neurons”
The Nobel Prize in Literature,1932,['John Galsworthy'],1,“for his distinguished art of narration which takes its highest form in The Forsyte Saga”
The Nobel Peace Prize,1932,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Physics,1931,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Chemistry,1931,"['Carl Bosch', 'Friedrich Bergius']",2,“in recognition of their contributions to the invention and development of chemical high pressure methods”
The Nobel Prize in Physiology or Medicine,1931,['Otto Heinrich Warburg'],1,“for his discovery of the nature and mode of action of the respiratory enzyme”
The Nobel Prize in Literature,1931,['Erik Axel Karlfeldt'],1,“The poetry of Erik Axel Karlfeldt”
The Nobel Peace Prize,1931,"['Jane Addams', 'Nicholas Murray Butler']",2,
The Nobel Prize in Physics,1930,['Sir Chandrasekhara Venkata Raman'],1,“for his work on the scattering of light and for the discovery of the effect named after him”
The Nobel Prize in Chemistry,1930,['Hans Fischer'],1,“for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin”
The Nobel Prize in Physiology or Medicine,1930,['Karl Landsteiner'],1,“for his discovery of human blood groups”
The Nobel Prize in Literature,1930,['Sinclair Lewis'],1,"“for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters”"
The Nobel Peace Prize,1930,['Lars Olof Jonathan (Nathan) Söderblom'],1,
The Nobel Prize in Physics,1929,['Prince Louis-Victor Pierre Raymond de Broglie'],1,“for his discovery of the wave nature of electrons”
The Nobel Prize in Chemistry,1929,"['Arthur Harden', 'Hans Karl August Simon von Euler-Chelpin']",2,“for their investigations on the fermentation of sugar and fermentative enzymes”
The Nobel Prize in Physiology or Medicine,1929,"['Christiaan Eijkman', 'Sir Frederick Gowland Hopkins']",2,“for his discovery of the antineuritic vitamin”
The Nobel Prize in Literature,1929,['Thomas Mann'],1,"“principally for his great novel, Buddenbrooks, which has won steadily increased recognition as one of the classic works of contemporary literature”"
The Nobel Peace Prize,1929,['Frank Billings Kellogg'],1,
The Nobel Prize in Physics,1928,['Owen Willans Richardson'],1,“for his work on the thermionic phenomenon and especially for the discovery of the law named after him”
The Nobel Prize in Chemistry,1928,['Adolf Otto Reinhold Windaus'],1,“for the services rendered through his research into the constitution of the sterols and their connection with the vitamins”
The Nobel Prize in Physiology or Medicine,1928,['Charles Jules Henri Nicolle'],1,“for his work on typhus”
The Nobel Prize in Literature,1928,['Sigrid Undset'],1,“principally for her powerful descriptions of Northern life during the Middle Ages”
The Nobel Peace Prize,1928,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Physics,1927,"['Arthur Holly Compton', 'Charles Thomson Rees Wilson']",2,“for his discovery of the effect named after him”
The Nobel Prize in Chemistry,1927,['Heinrich Otto Wieland'],1,“for his investigations of the constitution of the bile acids and related substances”
The Nobel Prize in Physiology or Medicine,1927,['Julius Wagner-Jauregg'],1,“for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica”
The Nobel Prize in Literature,1927,['Henri Bergson'],1,“in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented”
The Nobel Peace Prize,1927,"['Ferdinand Buisson', 'Ludwig Quidde']",2,
The Nobel Prize in Physics,1926,['Jean Baptiste Perrin'],1,"“for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium”"
The Nobel Prize in Chemistry,1926,['The (Theodor) Svedberg'],1,“for his work on disperse systems”
The Nobel Prize in Physiology or Medicine,1926,['Johannes Andreas Grib Fibiger'],1,“for his discovery of the Spiroptera carcinoma”
The Nobel Prize in Literature,1926,['Grazia Deledda'],1,“for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general”
The Nobel Peace Prize,1926,"['Aristide Briand', 'Gustav Stresemann']",2,
The Nobel Prize in Physics,1925,"['James Franck', 'Gustav Ludwig Hertz']",2,“for their discovery of the laws governing the impact of an electron upon an atom”
The Nobel Prize in Chemistry,1925,['Richard Adolf Zsigmondy'],1,"“for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry”"
The Nobel Prize in Physiology or Medicine,1925,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Literature,1925,['George Bernard Shaw'],1,"“for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty”"
The Nobel Peace Prize,1925,"['Sir Austen Chamberlain', 'Charles Gates Dawes']",2,
The Nobel Prize in Physics,1924,['Karl Manne Georg Siegbahn'],1,“for his discoveries and research in the field of X-ray spectroscopy”
The Nobel Prize in Chemistry,1924,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Physiology or Medicine,1924,['Willem Einthoven'],1,“for his discovery of the mechanism of the electrocardiogram”
The Nobel Prize in Literature,1924,['Wladyslaw Stanislaw Reymont'],1,"“for his great national epic, The Peasants”"
The Nobel Peace Prize,1924,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Physics,1923,['Robert Andrews Millikan'],1,“for his work on the elementary charge of electricity and on the photoelectric effect”
The Nobel Prize in Chemistry,1923,['Fritz Pregl'],1,“for his invention of the method of micro-analysis of organic substances”
The Nobel Prize in Physiology or Medicine,1923,"['Frederick Grant Banting', 'John James Rickard Macleod']",2,“for the discovery of insulin”
The Nobel Prize in Literature,1923,['William Butler Yeats'],1,"“for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation”"
The Nobel Peace Prize,1923,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Physics,1922,['Niels Henrik David Bohr'],1,“for his services in the investigation of the structure of atoms and of the radiation emanating from them”
The Nobel Prize in Chemistry,1922,['Francis William Aston'],1,"“for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule”"
The Nobel Prize in Physiology or Medicine,1922,"['Archibald Vivian Hill', 'Otto Fritz Meyerhof']",2,“for his discovery relating to the production of heat in the muscle”
The Nobel Prize in Literature,1922,['Jacinto Benavente'],1,“for the happy manner in which he has continued the illustrious traditions of the Spanish drama”
The Nobel Peace Prize,1922,['Fridtjof Nansen'],1,
The Nobel Prize in Physics,1921,['Albert Einstein'],1,"“for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect”"
The Nobel Prize in Chemistry,1921,['Frederick Soddy'],1,"“for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes”"
The Nobel Prize in Physiology or Medicine,1921,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Literature,1921,['Anatole France'],1,"“in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament”"
The Nobel Peace Prize,1921,"['Karl Hjalmar Branting', 'Christian Lous Lange']",2,
The Nobel Prize in Physics,1920,['Charles Edouard Guillaume'],1,“in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys”
The Nobel Prize in Chemistry,1920,['Walther Hermann Nernst'],1,“in recognition of his work in thermochemistry”
The Nobel Prize in Physiology or Medicine,1920,['Schack August Steenberg Krogh'],1,“for his discovery of the capillary motor regulating mechanism”
The Nobel Prize in Literature,1920,['Knut Pedersen Hamsun'],1,"“for his monumental work, Growth of the Soil”"
The Nobel Peace Prize,1920,['Léon Victor Auguste Bourgeois'],1,
The Nobel Prize in Physics,1919,['Johannes Stark'],1,“for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields”
The Nobel Prize in Chemistry,1919,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Physiology or Medicine,1919,['Jules Bordet'],1,“for his discoveries relating to immunity”
The Nobel Prize in Literature,1919,['Carl Friedrich Georg Spitteler'],1,"“in special appreciation of his epic, Olympian Spring”"
The Nobel Peace Prize,1919,['Thomas Woodrow Wilson'],1,
The Nobel Prize in Physics,1918,['Max Karl Ernst Ludwig Planck'],1,“in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta”
The Nobel Prize in Chemistry,1918,['Fritz Haber'],1,“for the synthesis of ammonia from its elements”
The Nobel Prize in Physiology or Medicine,1918,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Literature,1918,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Peace Prize,1918,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Physics,1917,['Charles Glover Barkla'],1,“for his discovery of the characteristic Röntgen radiation of the elements”
The Nobel Prize in Chemistry,1917,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Physiology or Medicine,1917,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Literature,1917,"['Karl Adolph Gjellerup', 'Henrik Pontoppidan']",2,"“for his varied and rich poetry, which is inspired by lofty ideals”"
The Nobel Peace Prize,1917,['Comité international de la Croix Rouge (International Committee of the Red Cross) '],1,
The Nobel Prize in Physics,1916,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Chemistry,1916,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Physiology or Medicine,1916,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Literature,1916,['Carl Gustaf Verner von Heidenstam'],1,“in recognition of his significance as the leading representative of a new era in our literature”
The Nobel Peace Prize,1916,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Physics,1915,"['Sir William Henry Bragg', 'William Lawrence Bragg']",2,“for their services in the analysis of crystal structure by means of X-rays”
The Nobel Prize in Chemistry,1915,['Richard Martin Willstätter'],1,"“for his researches on plant pigments, especially chlorophyll”"
The Nobel Prize in Physiology or Medicine,1915,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Literature,1915,['Romain Rolland'],1,“as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings”
The Nobel Peace Prize,1915,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Physics,1914,['Max von Laue'],1,“for his discovery of the diffraction of X-rays by crystals”
The Nobel Prize in Chemistry,1914,['Theodore William Richards'],1,“in recognition of his accurate determinations of the atomic weight of a large number of chemical elements”
The Nobel Prize in Physiology or Medicine,1914,['Robert Bárány'],1,“for his work on the physiology and pathology of the vestibular apparatus”
The Nobel Prize in Literature,1914,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Peace Prize,1914,[],0,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.
The Nobel Prize in Physics,1913,['Heike Kamerlingh Onnes'],1,"“for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium”"
The Nobel Prize in Chemistry,1913,['Alfred Werner'],1,“in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry”
The Nobel Prize in Physiology or Medicine,1913,['Charles Robert Richet'],1,“in recognition of his work on anaphylaxis”
The Nobel Prize in Literature,1913,['Rabindranath Tagore'],1,"“because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West”"
The Nobel Peace Prize,1913,['Henri La Fontaine'],1,
The Nobel Prize in Physics,1912,['Nils Gustaf Dalén'],1,“for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys”
The Nobel Prize in Chemistry,1912,"['Victor Grignard', 'Paul Sabatier']",2,"“for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry”"
The Nobel Prize in Physiology or Medicine,1912,['Alexis Carrel'],1,“in recognition of his work on vascular suture and the transplantation of blood vessels and organs”
The Nobel Prize in Literature,1912,['Gerhart Johann Robert Hauptmann'],1,"“primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art”"
The Nobel Peace Prize,1912,['Elihu Root'],1,
The Nobel Prize in Physics,1911,['Wilhelm Wien'],1,“for his discoveries regarding the laws governing the radiation of heat”
The Nobel Prize in Chemistry,1911,"['Marie Curie, née Sklodowska']",1,"“in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element”"
The Nobel Prize in Physiology or Medicine,1911,['Allvar Gullstrand'],1,“for his work on the dioptrics of the eye”
The Nobel Prize in Literature,1911,['Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck'],1,"“in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers’ own feelings and stimulate their imaginations”"
The Nobel Peace Prize,1911,"['Tobias Michael Carel Asser', 'Alfred Hermann Fried']",2,
The Nobel Prize in Physics,1910,['Johannes Diderik van der Waals'],1,“for his work on the equation of state for gases and liquids”
